1.4400
0.0000,0.0000,0.0000,0.0000, 0.00, 
0.0007,0.0014,0.0007,0.0014,-4.55, 
0.0036,0.0043,0.0036,0.0043,-4.55, 
0.0101,0.0086,0.0101,0.0086,-4.55, 
0.0216,0.0144,0.0216,0.0144,-4.55, 
0.0396,0.0216,0.0396,0.0216,-4.55, 
0.0655,0.0302,0.0655,0.0302,-4.55, 
0.1008,0.0403,0.1008,0.0403,-4.55, 
0.1469,0.0518,0.1469,0.0518,-4.55, 
0.2052,0.0648,0.2052,0.0648,-4.55, 
0.2772,0.0792,0.2772,0.0792,-4.55, 
0.3636,0.0936,0.3636,0.0936,-4.55, 
0.4644,0.1080,0.4644,0.1080,-4.55, 
0.5796,0.1224,0.5796,0.1224,-4.55, 
0.7092,0.1368,0.7092,0.1368,-4.55, 
0.8532,0.1512,0.8532,0.1512,-4.55, 
1.0116,0.1656,1.0116,0.1656,-4.55, 
1.1844,0.1800,1.1844,0.1800,-4.55, 
1.3716,0.1944,1.3716,0.1944,-4.55, 
1.5732,0.2088,1.5732,0.2088,-4.55, 
1.7892,0.2232,1.7892,0.2232,-4.55, 
2.0196,0.2376,2.0196,0.2376,-4.55, 
2.2644,0.2520,2.2644,0.2520,-4.55, 
2.5236,0.2664,2.5236,0.2664,-4.55, 
2.7972,0.2808,2.7972,0.2808,-4.55, 
3.0852,0.2952,3.0852,0.2952,-4.55, 
3.3876,0.3096,3.3876,0.3096,-4.55, 
3.7044,0.3240,3.7044,0.3240,-4.55, 
4.0356,0.3384,4.0356,0.3384,-4.55, 
4.3811,0.3528,4.3813,0.3528,-4.55, 
4.7411,0.3672,4.7413,0.3672,-4.55, 
5.1155,0.3816,5.1157,0.3816,-4.55, 
5.5043,0.3960,5.5045,0.3960,-4.55, 
5.9075,0.4104,5.9077,0.4104,-4.55, 
6.3251,0.4248,6.3253,0.4248,-4.55, 
6.7571,0.4392,6.7573,0.4392,-4.55, 
7.2035,0.4536,7.2037,0.4536,-4.55, 
7.6642,0.4680,7.6646,0.4680,-4.55, 
8.1394,0.4824,8.1398,0.4824,-4.55, 
8.6290,0.4968,8.6294,0.4968,-4.55, 
9.1322,0.5097,9.1327,0.5098,-4.55, 
9.6477,0.5213,9.6483,0.5213,-4.55, 
10.1740,0.5313,10.1746,0.5314,-4.55, 
10.7097,0.5400,10.7103,0.5400,-4.55, 
11.2532,0.5472,11.2540,0.5472,-4.55, 
11.8033,0.5529,11.8041,0.5530,-4.55, 
12.3584,0.5572,12.3592,0.5573,-4.55, 
12.9171,0.5601,12.9180,0.5602,-4.55, 
13.4779,0.5616,13.4789,0.5616,-4.55, 
14.0466,0.5760,14.0478,0.5760,-4.55, 
14.6226,0.5760,14.6238,0.5760,-4.55, 
15.1986,0.5760,15.1998,0.5760,-4.55, 
15.7745,0.5759,15.7759,0.5761,-4.55, 
16.3504,0.5759,16.3520,0.5761,-4.55, 
16.9264,0.5759,16.9280,0.5761,-4.55, 
17.5023,0.5759,17.5041,0.5761,-4.55, 
18.0783,0.5759,18.0801,0.5761,-4.55, 
18.6542,0.5759,18.6562,0.5761,-4.55, 
19.2302,0.5759,19.2322,0.5761,-4.55, 
19.8061,0.5759,19.8083,0.5761,-4.55, 
20.3820,0.5759,20.3844,0.5761,-4.55, 
20.9580,0.5759,20.9604,0.5761,-4.54, 
21.5339,0.5759,21.5365,0.5761,-4.54, 
22.1098,0.5759,22.1126,0.5761,-4.54, 
22.6857,0.5759,22.6887,0.5761,-4.54, 
23.2617,0.5759,23.2647,0.5761,-4.54, 
23.8376,0.5759,23.8408,0.5761,-4.54, 
24.4135,0.5759,24.4169,0.5761,-4.54, 
24.9894,0.5759,24.9930,0.5761,-4.54, 
25.5653,0.5759,25.5691,0.5761,-4.54, 
26.1413,0.5759,26.1451,0.5761,-4.54, 
26.7172,0.5759,26.7212,0.5761,-4.54, 
27.2931,0.5759,27.2973,0.5761,-4.54, 
27.8690,0.5759,27.8734,0.5761,-4.54, 
28.4449,0.5759,28.4495,0.5761,-4.54, 
29.0208,0.5759,29.0256,0.5761,-4.54, 
29.5967,0.5759,29.6017,0.5761,-4.54, 
30.1726,0.5759,30.1778,0.5761,-4.54, 
30.7485,0.5759,30.7539,0.5761,-4.54, 
31.3244,0.5759,31.3300,0.5761,-4.54, 
